timestamp,severity,score,country,attack_type,mitre,source_ip,target_system
2026-01-26 15:12:27.415594,Low,29,BR,Cryptojacking,T1496,200.198.55.215,End User
2026-01-26 15:18:39.415594,Medium,72,GB,Phishing,T1566,211.134.151.49,Mail Gateway
2026-01-26 15:20:40.415594,Low,48,BR,Policy Violation,T1071,189.39.121.236,Web Gateway
2026-01-26 15:23:39.415594,High,80,CN,Port Scanning,T1046,197.188.177.185,Network Infrastructure
2026-01-26 15:26:52.415594,Medium,54,CA,Spam,T1566,174.7.59.149,Email Server
2026-01-26 15:28:57.415594,High,82,US,Port Scanning,T1046,198.167.117.105,Router
2026-01-26 15:31:24.415594,Medium,51,VN,Directory Traversal,T1083,18.114.109.141,Web Server
2026-01-26 15:34:21.415594,Low,30,US,Suspicious Activity,T1595,182.219.112.114,Network Infrastructure
2026-01-26 15:35:50.415594,High,82,US,SQL Injection,T1190,160.185.215.124,API Gateway
2026-01-26 15:36:45.415594,Critical,100,RU,Malware Distribution,T1204,217.166.251.207,File Server
2026-01-26 15:39:28.415594,Medium,65,RU,Directory Traversal,T1083,168.230.103.154,File Server
2026-01-26 15:44:41.415594,High,84,GB,Port Scanning,T1046,171.253.123.184,Network Infrastructure
2026-01-26 15:49:23.415594,Medium,66,US,Directory Traversal,T1083,69.169.108.252,Application Server
2026-01-26 15:51:08.415594,Low,38,CN,Policy Violation,T1071,168.24.16.145,Proxy Server
2026-01-26 15:59:36.415594,High,88,KR,Port Scanning,T1046,100.161.239.197,Firewall
2026-01-26 16:02:42.415594,Critical,99,IN,Malware Distribution,T1204,8.163.131.101,File Server
2026-01-26 16:04:19.415594,Medium,73,DE,Directory Traversal,T1083,217.118.16.142,Web Server
2026-01-26 16:10:52.415594,High,84,RU,XSS Attack,T1059,122.112.73.28,Web Application
2026-01-26 16:11:11.415594,High,77,AE,XSS Attack,T1059,214.34.53.23,CMS
2026-01-26 16:18:18.415594,Medium,56,DE,Reconnaissance,T1592,192.150.85.170,DNS Server
2026-01-26 16:22:37.415594,Low,35,IN,Cryptojacking,T1496,58.126.229.174,End User
2026-01-26 16:22:45.415594,High,81,RU,Port Scanning,T1046,202.163.36.229,Network Infrastructure
2026-01-26 16:28:20.415594,Critical,93,GB,Malware Distribution,T1204,205.236.146.75,File Server
2026-01-26 16:29:58.415594,Critical,91,US,Malware Distribution,T1204,26.104.229.181,CDN
2026-01-26 16:32:13.415594,Low,32,US,Cryptojacking,T1496,22.178.158.144,End User
2026-01-26 16:33:40.415594,Critical,93,IN,DDoS,T1498,10.174.224.213,Load Balancer
2026-01-26 16:35:24.415594,Medium,68,AE,Spam,T1566,91.30.79.136,Mail Gateway
2026-01-26 16:39:41.415594,High,82,US,XSS Attack,T1059,5.6.107.107,API Gateway
2026-01-26 16:45:26.415594,Medium,65,CN,Phishing,T1566,209.241.89.97,End User
2026-01-26 16:46:56.415594,Critical,96,KR,Brute Force,T1110,181.186.48.178,Web Application
2026-01-26 16:50:45.415594,High,80,KR,SQL Injection,T1190,184.74.165.36,API Gateway
2026-01-26 17:01:24.415594,Low,44,TH,Cryptojacking,T1496,199.187.53.196,Web Server
2026-01-26 17:03:31.415594,High,81,IN,Command Injection,T1059,206.176.38.82,API Gateway
2026-01-26 17:03:46.415594,Medium,65,DE,Phishing,T1566,195.211.4.249,Email Server
2026-01-26 17:09:37.415594,Medium,56,JP,Phishing,T1566,156.165.30.46,End User
2026-01-26 17:11:54.415594,Medium,63,RU,Phishing,T1566,166.103.123.219,Mail Gateway
2026-01-26 17:27:54.415594,Medium,57,CN,Reconnaissance,T1592,174.164.231.14,Web Server
2026-01-26 17:34:30.415594,Low,35,US,Cryptojacking,T1496,61.3.103.206,End User
2026-01-26 17:42:19.415594,Low,48,TH,Suspicious Activity,T1595,60.199.82.184,IDS/IPS
2026-01-26 17:46:49.415594,Medium,64,GB,Reconnaissance,T1592,62.240.12.54,Web Server
2026-01-26 17:47:32.415594,Medium,58,US,Directory Traversal,T1083,184.49.96.236,Application Server
2026-01-26 18:02:43.415594,High,86,CN,XSS Attack,T1059,12.0.200.48,CMS
2026-01-26 18:04:02.415594,Medium,73,ES,Phishing,T1566,174.188.142.17,Mail Gateway
2026-01-26 18:09:43.415594,High,83,RU,SQL Injection,T1190,11.118.177.103,Database Server
2026-01-26 18:17:18.415594,Low,30,DE,Cryptojacking,T1496,20.167.155.223,End User
2026-01-26 18:23:26.415594,Low,43,CA,Cryptojacking,T1496,176.51.218.213,Cloud Instance
2026-01-26 18:29:32.415594,Medium,70,IN,Spam,T1566,201.187.30.135,SMTP Server
2026-01-26 18:34:22.415594,Medium,67,GB,Reconnaissance,T1592,165.224.197.13,WHOIS Server
2026-01-26 18:37:44.415594,Low,42,DE,Suspicious Activity,T1595,130.224.90.134,IDS/IPS
2026-01-26 18:37:56.415594,High,89,MX,SQL Injection,T1190,154.103.124.5,Web Application
2026-01-26 18:46:13.415594,High,76,RU,Command Injection,T1059,201.7.120.242,API Gateway
2026-01-26 18:47:28.415594,High,75,AU,XSS Attack,T1059,210.41.46.111,Web Application
2026-01-26 19:01:13.415594,High,85,IN,SQL Injection,T1190,110.31.50.100,Web Application
2026-01-26 19:09:08.415594,Medium,74,JP,Spam,T1566,163.156.37.75,SMTP Server
2026-01-26 19:12:13.415594,Medium,64,CN,Directory Traversal,T1083,20.53.0.131,File Server
2026-01-26 19:14:40.415594,Critical,96,CN,Malware Distribution,T1204,194.30.93.222,Email Server
2026-01-26 19:14:41.415594,High,84,IT,Port Scanning,T1046,141.171.102.131,Router
2026-01-26 19:18:29.415594,Critical,96,FR,DDoS,T1498,116.12.213.100,API Gateway
2026-01-26 19:20:03.415594,High,82,RU,SQL Injection,T1190,146.178.28.224,API Gateway
2026-01-26 19:21:22.415594,High,89,US,SQL Injection,T1190,152.130.7.118,Database Server
2026-01-26 19:23:12.415594,Medium,50,GB,Directory Traversal,T1083,97.86.124.170,File Server
2026-01-26 19:27:04.415594,Medium,73,CN,Phishing,T1566,182.48.129.139,Email Server
2026-01-26 19:34:54.415594,Medium,74,KR,Phishing,T1566,138.162.182.66,Email Server
2026-01-26 19:37:03.415594,High,89,CA,SQL Injection,T1190,38.92.36.92,Database Server
2026-01-26 19:40:44.415594,Critical,99,ZA,Malware Distribution,T1204,145.200.1.31,File Server
2026-01-26 19:58:28.415594,Medium,63,NL,Spam,T1566,43.244.116.253,Mail Gateway
2026-01-26 20:02:48.415594,Medium,69,US,Phishing,T1566,30.126.86.94,Email Server
2026-01-26 20:02:51.415594,Medium,69,US,Directory Traversal,T1083,207.117.144.76,Application Server
2026-01-26 20:07:05.415594,Low,40,KR,Cryptojacking,T1496,51.136.79.216,End User
2026-01-26 20:08:00.415594,Medium,50,BR,Spam,T1566,218.130.49.74,SMTP Server
2026-01-26 20:13:56.415594,High,77,GB,Port Scanning,T1046,168.29.139.240,Network Infrastructure
2026-01-26 20:15:35.415594,Medium,60,IN,Phishing,T1566,199.64.108.120,Email Server
2026-01-26 20:18:23.415594,Critical,90,US,Brute Force,T1110,164.118.54.178,SSH Server
2026-01-26 20:20:52.415594,Medium,58,ID,Phishing,T1566,153.201.141.235,End User
2026-01-26 20:40:11.415594,High,89,CN,Command Injection,T1059,154.142.193.104,Web Application
2026-01-26 20:40:18.415594,Medium,57,US,Directory Traversal,T1083,135.134.53.38,Web Server
2026-01-26 20:42:51.415594,Medium,56,CN,Directory Traversal,T1083,154.67.144.2,Application Server
2026-01-26 20:46:30.415594,High,80,IN,Port Scanning,T1046,130.168.247.250,Firewall
2026-01-26 20:49:49.415594,Medium,63,CN,Directory Traversal,T1083,72.50.218.51,Application Server
2026-01-26 21:12:39.415594,Critical,95,HK,DDoS,T1498,136.124.249.99,DNS Server
2026-01-26 21:13:10.415594,Medium,66,CN,Spam,T1566,97.183.123.154,SMTP Server
2026-01-26 21:16:05.415594,Medium,62,NL,Phishing,T1566,67.239.121.75,Email Server
2026-01-26 21:35:33.415594,Critical,94,IN,Malware Distribution,T1204,190.168.139.187,CDN
2026-01-26 21:37:45.415594,Low,26,IT,Policy Violation,T1071,133.34.158.94,Web Gateway
2026-01-26 21:44:34.415594,Low,35,TH,Cryptojacking,T1496,206.197.48.200,Cloud Instance
2026-01-26 21:52:32.415594,High,85,US,XSS Attack,T1059,3.205.49.237,CMS
2026-01-26 21:55:06.415594,Critical,91,IN,Malware Distribution,T1204,191.142.109.9,File Server
2026-01-26 22:00:07.415594,Low,46,CN,Cryptojacking,T1496,85.217.51.100,End User
2026-01-26 22:01:46.415594,High,81,CL,SQL Injection,T1190,40.135.169.113,API Gateway
2026-01-26 22:14:34.415594,Medium,53,AE,Spam,T1566,222.81.34.142,SMTP Server
2026-01-26 22:21:20.415594,Low,30,FR,Policy Violation,T1071,174.32.207.7,Web Gateway
2026-01-26 22:22:37.415594,Critical,95,NL,Malware Distribution,T1204,72.238.116.16,Web Server
2026-01-26 22:25:00.415594,High,89,IN,Command Injection,T1059,143.206.252.6,Web Application
2026-01-26 22:28:56.415594,Medium,69,US,Reconnaissance,T1592,209.156.1.2,WHOIS Server
2026-01-26 22:37:15.415594,High,87,KR,Command Injection,T1059,48.122.62.14,API Gateway
2026-01-26 22:39:53.415594,Low,26,KR,Policy Violation,T1071,202.210.82.46,Content Filter
2026-01-26 22:42:04.415594,Medium,60,NL,Reconnaissance,T1592,205.136.132.151,WHOIS Server
2026-01-26 22:43:28.415594,Low,44,CN,Suspicious Activity,T1595,199.245.99.208,IDS/IPS
2026-01-26 22:46:03.415594,Low,39,US,Cryptojacking,T1496,221.124.247.233,Web Server
2026-01-26 22:52:02.415594,Low,35,AU,Suspicious Activity,T1595,214.28.220.178,IDS/IPS
2026-01-26 22:54:03.415594,Critical,95,TH,DDoS,T1498,192.54.243.75,Web Server
2026-01-26 22:55:50.415594,High,89,AT,SQL Injection,T1190,45.150.61.52,Web Application
2026-01-26 22:58:22.415594,Medium,65,US,Directory Traversal,T1083,46.224.56.254,File Server
2026-01-26 23:00:08.415594,Medium,72,SG,Directory Traversal,T1083,14.166.4.106,File Server
2026-01-26 23:04:10.415594,High,86,NL,Command Injection,T1059,21.51.249.233,API Gateway
2026-01-26 23:05:27.415594,High,89,ID,SQL Injection,T1190,109.178.159.64,Web Application
2026-01-26 23:07:59.415594,Medium,57,IN,Phishing,T1566,167.247.64.86,End User
2026-01-26 23:09:15.415594,High,82,TR,SQL Injection,T1190,133.10.200.178,Web Application
2026-01-26 23:20:24.415594,Medium,72,NL,Reconnaissance,T1592,5.121.131.8,Web Server
2026-01-26 23:24:51.415594,High,88,AE,SQL Injection,T1190,135.224.222.104,Web Application
2026-01-26 23:28:44.415594,Medium,60,BR,Spam,T1566,95.58.210.251,Email Server
2026-01-26 23:32:39.415594,High,86,MY,SQL Injection,T1190,183.6.187.142,Database Server
2026-01-26 23:35:42.415594,Low,41,CN,Suspicious Activity,T1595,123.95.59.58,IDS/IPS
2026-01-26 23:38:23.415594,Low,49,CN,Cryptojacking,T1496,177.170.190.35,End User
2026-01-26 23:50:10.415594,Critical,97,SA,DDoS,T1498,172.4.186.247,API Gateway
2026-01-26 23:53:14.415594,Critical,96,TH,Malware Distribution,T1204,64.64.97.88,CDN
2026-01-26 23:56:09.415594,Medium,60,US,Directory Traversal,T1083,77.160.220.7,Application Server
2026-01-26 23:56:52.415594,High,85,MX,XSS Attack,T1059,174.228.185.20,Web Application
2026-01-27 00:01:24.415594,Medium,66,RU,Reconnaissance,T1592,76.88.232.206,Web Server
2026-01-27 00:07:33.415594,Low,35,US,Cryptojacking,T1496,196.252.216.177,Web Server
2026-01-27 00:08:27.415594,Low,38,NL,Suspicious Activity,T1595,51.163.76.241,IDS/IPS
2026-01-27 00:14:26.415594,Low,32,KR,Suspicious Activity,T1595,200.133.230.11,Network Infrastructure
2026-01-27 00:20:55.415594,Low,25,BR,Suspicious Activity,T1595,202.226.37.158,IDS/IPS
2026-01-27 00:29:17.415594,Critical,98,US,Malware Distribution,T1204,160.154.61.208,CDN
2026-01-27 00:30:50.415594,Medium,65,GB,Spam,T1566,129.6.168.219,SMTP Server
2026-01-27 00:32:55.415594,Critical,91,BR,Brute Force,T1110,152.12.174.9,SSH Server
2026-01-27 00:33:15.415594,Medium,51,RU,Reconnaissance,T1592,213.221.19.163,DNS Server
2026-01-27 00:34:38.415594,Low,27,FR,Suspicious Activity,T1595,181.11.70.246,Network Infrastructure
2026-01-27 00:37:13.415594,Low,34,NL,Policy Violation,T1071,185.73.58.39,Content Filter
2026-01-27 00:37:42.415594,Medium,68,AT,Spam,T1566,148.136.134.150,SMTP Server
2026-01-27 00:39:11.415594,High,76,KR,SQL Injection,T1190,50.125.114.21,Web Application
2026-01-27 00:41:44.415594,Medium,61,CN,Directory Traversal,T1083,223.61.214.101,Application Server
2026-01-27 00:47:05.415594,Medium,56,FR,Phishing,T1566,172.120.202.75,End User
2026-01-27 00:47:21.415594,High,75,IN,Command Injection,T1059,19.65.115.6,Web Application
2026-01-27 00:51:32.415594,Low,48,US,Cryptojacking,T1496,190.48.95.106,Web Server
2026-01-27 00:52:59.415594,Medium,68,IN,Reconnaissance,T1592,174.164.203.31,DNS Server
2026-01-27 00:53:31.415594,Medium,66,FR,Spam,T1566,74.112.188.70,Mail Gateway
2026-01-27 00:56:19.415594,Low,46,DE,Cryptojacking,T1496,199.88.7.111,End User
2026-01-27 01:03:00.415594,High,78,RU,SQL Injection,T1190,181.223.83.36,API Gateway
2026-01-27 01:05:22.415594,High,87,KR,SQL Injection,T1190,171.62.105.157,API Gateway
2026-01-27 01:07:19.415594,Low,36,MX,Policy Violation,T1071,82.68.9.23,Web Gateway
2026-01-27 01:12:22.415594,Critical,90,JP,Brute Force,T1110,17.68.197.170,Web Application
2026-01-27 01:13:08.415594,High,78,US,XSS Attack,T1059,86.144.126.160,CMS
2026-01-27 01:13:33.415594,High,78,FR,Port Scanning,T1046,183.25.217.109,Router
2026-01-27 01:16:58.415594,High,82,BR,SQL Injection,T1190,97.31.151.1,API Gateway
2026-01-27 01:17:17.415594,High,86,NL,Command Injection,T1059,109.43.228.121,Shell Server
2026-01-27 01:22:14.415594,Low,45,RU,Suspicious Activity,T1595,25.166.108.152,Network Infrastructure
2026-01-27 01:23:32.415594,Critical,92,RU,Brute Force,T1110,191.92.233.117,FTP Server
2026-01-27 01:30:23.415594,Medium,51,CN,Spam,T1566,14.51.144.135,Email Server
2026-01-27 01:30:27.415594,High,81,AU,SQL Injection,T1190,217.250.152.46,Database Server
2026-01-27 01:37:16.415594,Low,46,IN,Policy Violation,T1071,170.159.228.193,Web Gateway
2026-01-27 01:43:43.415594,Medium,73,CL,Spam,T1566,88.66.27.39,Mail Gateway
2026-01-27 01:45:19.415594,High,76,GB,Command Injection,T1059,188.227.231.135,Web Application
2026-01-27 01:47:52.415594,Medium,74,FR,Directory Traversal,T1083,28.166.148.200,Application Server
2026-01-27 01:50:28.415594,Critical,91,FR,DDoS,T1498,92.117.170.247,Web Server
2026-01-27 02:00:56.415594,Medium,64,TR,Spam,T1566,64.205.100.130,SMTP Server
2026-01-27 02:06:21.415594,High,88,FR,XSS Attack,T1059,221.43.245.142,Web Application
2026-01-27 02:08:45.415594,Low,29,IN,Suspicious Activity,T1595,6.49.130.46,IDS/IPS
2026-01-27 02:20:45.415594,Medium,69,DE,Phishing,T1566,51.164.250.83,Email Server
2026-01-27 02:21:31.415594,High,84,NL,Port Scanning,T1046,73.7.4.1,Router
2026-01-27 02:35:55.415594,Low,41,GB,Cryptojacking,T1496,62.89.247.220,Cloud Instance
2026-01-27 02:39:04.415594,High,86,US,Command Injection,T1059,200.152.101.219,API Gateway
2026-01-27 02:50:46.415594,Critical,91,TR,Malware Distribution,T1204,60.92.111.222,File Server
2026-01-27 02:51:52.415594,Low,32,IN,Policy Violation,T1071,183.229.247.128,Web Gateway
2026-01-27 02:53:40.415594,Low,29,US,Policy Violation,T1071,170.24.105.171,Web Gateway
2026-01-27 02:58:25.415594,Medium,68,FR,Directory Traversal,T1083,77.240.244.20,Application Server
2026-01-27 03:01:15.415594,Medium,66,RU,Phishing,T1566,197.18.246.216,End User
2026-01-27 03:02:21.415594,High,86,US,Command Injection,T1059,191.77.46.118,Web Application
2026-01-27 03:04:45.415594,High,78,CN,XSS Attack,T1059,207.25.111.40,Web Application
2026-01-27 03:17:31.415594,High,88,RU,XSS Attack,T1059,146.228.194.126,CMS
2026-01-27 03:17:43.415594,Critical,98,IN,DDoS,T1498,96.114.152.208,Load Balancer
2026-01-27 03:17:59.415594,High,86,DE,Command Injection,T1059,203.193.45.67,Shell Server
2026-01-27 03:20:21.415594,Low,31,SA,Cryptojacking,T1496,198.202.90.221,End User
2026-01-27 03:29:00.415594,High,86,DE,XSS Attack,T1059,194.163.32.162,API Gateway
2026-01-27 03:32:40.415594,High,81,TH,SQL Injection,T1190,3.199.74.183,Database Server
2026-01-27 03:32:45.415594,High,76,CN,Command Injection,T1059,220.236.28.224,Shell Server
2026-01-27 03:37:43.415594,Critical,93,IN,Malware Distribution,T1204,204.243.126.155,File Server
2026-01-27 03:45:01.415594,Medium,70,US,Spam,T1566,168.235.240.179,Mail Gateway
2026-01-27 03:53:11.415594,High,84,RU,Port Scanning,T1046,203.196.49.84,Router
2026-01-27 03:53:56.415594,High,88,NL,Command Injection,T1059,200.126.111.199,Web Application
2026-01-27 03:57:34.415594,High,77,US,Command Injection,T1059,152.215.10.41,API Gateway
2026-01-27 03:58:52.415594,Low,42,DE,Policy Violation,T1071,174.42.69.190,Proxy Server
2026-01-27 04:02:21.415594,Medium,55,AR,Reconnaissance,T1592,9.242.223.171,Web Server
2026-01-27 04:15:28.415594,High,84,IN,SQL Injection,T1190,156.66.165.143,Database Server
2026-01-27 04:29:01.415594,Low,38,RU,Suspicious Activity,T1595,201.90.114.205,Network Infrastructure
2026-01-27 04:31:13.415594,Medium,64,VN,Directory Traversal,T1083,175.209.153.125,File Server
2026-01-27 04:32:04.415594,Medium,59,IN,Directory Traversal,T1083,209.184.164.9,Web Server
2026-01-27 04:35:58.415594,Low,32,BR,Suspicious Activity,T1595,199.180.25.135,IDS/IPS
2026-01-27 04:37:48.415594,High,86,US,XSS Attack,T1059,193.173.56.167,CMS
2026-01-27 04:42:46.415594,Critical,90,IN,Malware Distribution,T1204,223.251.133.65,Email Server
2026-01-27 04:43:41.415594,Medium,64,CN,Directory Traversal,T1083,216.151.198.196,Web Server
2026-01-27 04:48:25.415594,High,88,MY,Command Injection,T1059,57.101.245.148,Web Application
2026-01-27 04:54:52.415594,High,88,RU,Command Injection,T1059,199.38.176.1,API Gateway
2026-01-27 04:58:42.415594,High,83,DE,Command Injection,T1059,32.165.84.30,Web Application
2026-01-27 04:59:32.415594,High,85,TR,Port Scanning,T1046,188.13.244.222,Router
2026-01-27 05:00:53.415594,Medium,69,US,Phishing,T1566,173.120.209.97,Mail Gateway
2026-01-27 05:05:17.415594,Low,35,IN,Cryptojacking,T1496,139.248.118.100,Web Server
2026-01-27 05:06:50.415594,Medium,70,US,Reconnaissance,T1592,211.177.185.116,DNS Server
2026-01-27 05:07:55.415594,Low,44,IN,Cryptojacking,T1496,208.199.33.236,Cloud Instance
2026-01-27 05:14:42.415594,High,80,FR,Command Injection,T1059,189.142.121.113,Web Application
2026-01-27 05:18:10.415594,Critical,98,MX,Brute Force,T1110,186.196.37.202,SSH Server
2026-01-27 05:26:40.415594,Low,49,KR,Cryptojacking,T1496,188.252.113.33,Cloud Instance
2026-01-27 05:28:48.415594,Critical,90,RU,DDoS,T1498,129.179.58.113,API Gateway
2026-01-27 05:32:05.415594,Medium,59,CN,Phishing,T1566,136.155.94.75,Mail Gateway
2026-01-27 05:32:48.415594,Medium,65,HK,Phishing,T1566,204.119.126.241,Email Server
2026-01-27 05:33:14.415594,Low,49,ID,Policy Violation,T1071,158.99.188.157,Web Gateway
2026-01-27 05:34:02.415594,Low,43,CN,Cryptojacking,T1496,70.95.61.153,Web Server
2026-01-27 05:34:02.415594,Medium,67,RU,Directory Traversal,T1083,222.74.243.252,File Server
2026-01-27 05:36:53.415594,High,84,BR,Command Injection,T1059,156.197.210.7,Shell Server
2026-01-27 05:38:53.415594,Medium,65,GB,Reconnaissance,T1592,120.149.142.94,Web Server
2026-01-27 05:46:37.415594,Medium,69,RU,Directory Traversal,T1083,21.226.118.182,Web Server
2026-01-27 05:47:34.415594,Medium,54,CN,Directory Traversal,T1083,148.197.121.5,File Server
2026-01-27 05:48:26.415594,Medium,73,RU,Reconnaissance,T1592,55.234.226.82,WHOIS Server
2026-01-27 05:59:59.415594,Low,48,US,Policy Violation,T1071,212.46.235.172,Content Filter
2026-01-27 06:01:56.415594,Medium,59,KR,Phishing,T1566,64.1.186.51,End User
2026-01-27 06:03:45.415594,Medium,65,US,Spam,T1566,56.232.12.90,Email Server
2026-01-27 06:05:03.415594,Low,38,CN,Cryptojacking,T1496,54.65.54.82,Web Server
2026-01-27 06:10:11.415594,Medium,50,ZA,Spam,T1566,170.79.57.74,SMTP Server
2026-01-27 06:11:26.415594,Medium,59,HK,Phishing,T1566,188.123.1.223,Mail Gateway
2026-01-27 06:12:06.415594,High,75,MX,XSS Attack,T1059,155.133.104.251,CMS
2026-01-27 06:12:50.415594,Low,38,TH,Policy Violation,T1071,153.172.211.12,Web Gateway
2026-01-27 06:16:37.415594,Medium,61,VN,Reconnaissance,T1592,159.51.1.82,WHOIS Server
2026-01-27 06:17:57.415594,Medium,64,CN,Directory Traversal,T1083,116.150.20.46,Application Server
2026-01-27 06:20:33.415594,Medium,69,CN,Phishing,T1566,212.229.77.55,Mail Gateway
2026-01-27 06:21:54.415594,High,80,VN,Command Injection,T1059,194.10.78.74,Web Application
2026-01-27 06:36:18.415594,Low,27,CN,Policy Violation,T1071,211.125.59.104,Content Filter
2026-01-27 06:42:52.415594,Medium,63,RU,Phishing,T1566,215.195.223.23,End User
2026-01-27 06:43:47.415594,Critical,94,BR,Brute Force,T1110,85.21.159.86,SSH Server
2026-01-27 06:45:38.415594,Low,42,FR,Cryptojacking,T1496,18.207.19.238,End User
2026-01-27 06:47:00.415594,Medium,59,GB,Spam,T1566,214.20.115.202,Email Server
2026-01-27 06:49:50.415594,Medium,62,BR,Reconnaissance,T1592,145.185.166.198,WHOIS Server
2026-01-27 06:53:26.415594,Critical,90,FR,Malware Distribution,T1204,156.33.151.224,File Server
2026-01-27 06:57:41.415594,High,85,RU,Command Injection,T1059,52.17.133.92,Shell Server
2026-01-27 06:59:55.415594,Medium,58,DE,Directory Traversal,T1083,64.154.5.176,Web Server
2026-01-27 07:03:42.415594,Medium,51,CN,Directory Traversal,T1083,27.59.203.249,Application Server
2026-01-27 07:06:35.415594,Low,28,US,Suspicious Activity,T1595,206.150.194.155,Network Infrastructure
2026-01-27 07:14:29.415594,Medium,61,CL,Phishing,T1566,176.133.209.99,End User
2026-01-27 07:17:03.415594,Medium,53,CN,Spam,T1566,172.55.65.113,SMTP Server
2026-01-27 07:17:14.415594,Medium,55,CN,Spam,T1566,223.158.250.72,SMTP Server
2026-01-27 07:37:19.415594,Critical,99,JP,Malware Distribution,T1204,185.118.112.23,CDN
2026-01-27 07:46:02.415594,Critical,96,TR,DDoS,T1498,163.42.135.214,API Gateway
2026-01-27 07:52:51.415594,Medium,63,RU,Reconnaissance,T1592,5.189.94.111,Web Server
2026-01-27 07:56:11.415594,Medium,66,GB,Spam,T1566,210.188.131.23,SMTP Server
2026-01-27 07:59:50.415594,Low,28,US,Suspicious Activity,T1595,187.248.219.35,Network Infrastructure
2026-01-27 08:02:01.415594,Low,31,RU,Policy Violation,T1071,212.84.159.231,Web Gateway
2026-01-27 08:10:02.415594,Medium,50,AU,Directory Traversal,T1083,143.133.138.1,File Server
2026-01-27 08:18:47.415594,Medium,56,US,Reconnaissance,T1592,164.180.174.99,DNS Server
2026-01-27 08:26:32.415594,Critical,96,GB,Malware Distribution,T1204,205.130.62.221,Web Server
2026-01-27 08:29:38.415594,Critical,90,IN,Malware Distribution,T1204,86.185.72.222,Email Server
2026-01-27 08:29:59.415594,High,89,IN,Port Scanning,T1046,203.6.224.41,Firewall
2026-01-27 08:35:09.415594,High,78,CN,XSS Attack,T1059,151.53.127.39,Web Application
2026-01-27 08:36:38.415594,Medium,57,RU,Spam,T1566,180.228.219.113,SMTP Server
2026-01-27 08:43:27.415594,High,83,RU,Port Scanning,T1046,216.228.234.193,Router
2026-01-27 08:52:17.415594,High,84,FR,XSS Attack,T1059,35.213.250.89,API Gateway
2026-01-27 08:57:10.415594,High,88,FR,Command Injection,T1059,192.169.117.104,API Gateway
2026-01-27 08:57:20.415594,Medium,56,US,Spam,T1566,152.63.105.224,Mail Gateway
2026-01-27 09:06:12.415594,Medium,60,US,Spam,T1566,205.113.96.52,Mail Gateway
2026-01-27 09:24:30.415594,Low,46,IT,Cryptojacking,T1496,130.206.143.139,Web Server
2026-01-27 09:28:43.415594,High,77,US,Port Scanning,T1046,206.187.99.19,Network Infrastructure
2026-01-27 09:32:34.415594,Low,46,AU,Suspicious Activity,T1595,189.248.125.67,IDS/IPS
2026-01-27 09:38:30.415594,Medium,52,NL,Phishing,T1566,87.215.93.61,End User
2026-01-27 09:38:41.415594,Critical,96,MX,DDoS,T1498,218.89.73.80,Load Balancer
2026-01-27 09:50:45.415594,Medium,69,FR,Spam,T1566,198.74.218.247,Email Server
2026-01-27 09:52:25.415594,High,81,IN,SQL Injection,T1190,9.39.165.222,API Gateway
2026-01-27 09:53:02.415594,Low,40,CL,Cryptojacking,T1496,200.32.19.145,End User
2026-01-27 09:57:31.415594,Medium,55,BR,Directory Traversal,T1083,178.25.109.108,File Server
2026-01-27 10:04:56.415594,Medium,71,RU,Spam,T1566,165.115.241.253,SMTP Server
2026-01-27 10:12:19.415594,Medium,64,US,Phishing,T1566,204.9.99.159,Email Server
2026-01-27 10:18:42.415594,Critical,90,FR,Brute Force,T1110,178.20.246.2,Web Application
2026-01-27 10:21:45.415594,Medium,66,RU,Reconnaissance,T1592,115.118.86.119,DNS Server
2026-01-27 10:25:46.415594,Low,30,JP,Suspicious Activity,T1595,77.232.89.247,IDS/IPS
2026-01-27 10:39:20.415594,Critical,94,FR,Malware Distribution,T1204,159.188.149.61,CDN
2026-01-27 10:48:23.415594,Low,36,AR,Cryptojacking,T1496,35.243.88.189,End User
2026-01-27 10:49:05.415594,High,81,IT,SQL Injection,T1190,215.187.8.72,Web Application
2026-01-27 10:49:35.415594,Medium,67,US,Directory Traversal,T1083,192.255.237.249,Application Server
2026-01-27 10:51:30.415594,Critical,93,CN,DDoS,T1498,198.39.116.197,Web Server
2026-01-27 10:55:54.415594,High,78,US,SQL Injection,T1190,218.215.135.5,Database Server
2026-01-27 10:57:02.415594,High,75,VN,Port Scanning,T1046,153.95.3.218,Firewall
2026-01-27 11:00:53.415594,Low,37,CN,Suspicious Activity,T1595,154.141.66.195,Network Infrastructure
2026-01-27 11:07:00.415594,High,81,IN,Port Scanning,T1046,38.53.3.17,Router
2026-01-27 11:14:38.415594,Medium,69,GB,Reconnaissance,T1592,41.171.56.155,WHOIS Server
2026-01-27 11:15:56.415594,High,83,AU,Port Scanning,T1046,129.211.225.205,Router
2026-01-27 11:22:58.415594,High,87,CN,Command Injection,T1059,29.241.221.62,API Gateway
2026-01-27 11:29:07.415594,Critical,100,IN,DDoS,T1498,151.50.27.102,Load Balancer
2026-01-27 11:32:15.415594,Critical,94,US,Malware Distribution,T1204,152.225.227.74,Web Server
2026-01-27 11:49:43.415594,Medium,61,IN,Directory Traversal,T1083,11.77.65.183,Application Server
2026-01-27 11:51:16.415594,Medium,69,IN,Directory Traversal,T1083,172.62.161.135,Application Server
2026-01-27 11:52:09.415594,Medium,66,SA,Phishing,T1566,159.54.162.222,Email Server
